Reporting Period,Project Number,Legacy Project Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
11/30/2022,325223,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/11/2021,11/1/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],23,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,23,35590.6,,8.74,8932,,No,No,Yes,40.7693678,-73.4881499,POINT (-73.4881499 40.7693678)
11/30/2022,204430,,,Roslyn Heights,Nassau,NY,11577,North Hempstead,Town,36059302400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/30/2019,10/11/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7-60-x-US [240V],23,Trina Solar,TSM-305DD05A.05(II),23,28678.08,,7.02,6771,,No,No,Yes,40.7715889,-73.6481547,POINT (-73.6481547 40.7715889)
11/30/2022,210356,,,Island Park,Nassau,NY,11558,Hempstead,Town,36059416201,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/25/2019,2/21/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],23,"S-Energy Co., Ltd.",SN360M-10,23,43934,,8.28,9140,,No,No,Yes,40.6260687,-73.6811773,POINT (-73.6811773 40.6260687)
11/30/2022,156242,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/4/2018,1/14/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,25,29731.25,,8.88,9770,,No,No,Yes,40.6567758,-73.4782733,POINT (-73.4782733 40.6567758)
11/30/2022,249264,,,Island Park,Nassau,NY,11558,Hempstead,Town,36059416202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/8/2020,12/23/2020,Complete,EmPower Solar,No,SunPower,SPR-A415-G-AC [240V],18,Sunpower,SPR-A415-G-AC,18,27434,,7.47,9886,,No,No,Yes,40.6052205,-73.6553002,POINT (-73.6553002 40.6052205)
11/30/2022,168284,,,Baldwin,Nassau,NY,11510,Hempstead,Town,36059413600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/28/2018,5/15/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,10,20570,,3.6,4716,,No,No,Yes,40.6576037,-73.6111953,POINT (-73.6111953 40.6576037)
11/30/2022,262391,,,Uniondale,Nassau,NY,11553,Hempstead,Town,36059407401,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/25/2020,12/23/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-US-& [240V],21,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,21,44269.19,,7.14,8439,,No,No,Yes,40.7046344,-73.5939509,POINT (-73.5939509 40.7046344)
11/30/2022,280625,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/18/2020,3/11/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],18,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,18,24856,,6.12,6640,,No,No,Yes,40.6805015,-73.473073,POINT (-73.473073 40.6805015)
11/30/2022,273909,,,Massapequa Park,Nassau,NY,11762,Oyster Bay,Town,36059521801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/3/2020,2/11/2021,Complete,Green Logic LLC,No,Enphase Energy Inc.,IQ7XS-96-x-ACM-US-y-z-& [240V],35,Sunpower,SPR-E20-327-E-AC,35,37802,,11.45,14008,,No,No,Yes,40.692223,-73.4360048,POINT (-73.4360048 40.692223)
11/30/2022,116762,,,Hicksville,Nassau,NY,11801,Oyster Bay,Town,36059519100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/12/2018,6/7/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,Silfab,SLG370M,13,19446.4,,4.81,4582,,No,No,Yes,40.750755,-73.525735,POINT (-73.525735 40.750755)
11/30/2022,177371,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059414800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/12/2019,10/8/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,29,37341.4,,10.44,11746,,No,No,Yes,40.6833768,-73.5424561,POINT (-73.5424561 40.6833768)
11/30/2022,292597,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520501,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/22/2021,4/8/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,Hanwha Q CELLS,Q.PEAK DUO ML-G9+ 380,15,24651.85,,5.7,6811,,No,No,Yes,40.7252267,-73.4567083,POINT (-73.4567083 40.7252267)
11/30/2022,186266,,,Oyster Bay,Nassau,NY,11771,Oyster Bay,Town,36059518100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/15/2019,7/22/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],11,"S-Energy Co., Ltd.",SN360M-10,11,16552.8,,3.96,4599,,No,No,Yes,40.8495235,-73.5288524,POINT (-73.5288524 40.8495235)
11/30/2022,251374,,,Williston Park,Nassau,NY,11596,North Hempstead,Town,36059303302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/22/2020,7/20/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],18,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,18,34175.02,,6.12,7384,,No,No,Yes,40.7583537,-73.6442314,POINT (-73.6442314 40.7583537)
11/30/2022,146300,,,Baldwin,Nassau,NY,11510,Hempstead,Town,36059413804,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/7/2018,10/31/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE11400A-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,36,42279,,12.78,13735,,No,No,Yes,40.6280022,-73.5969078,POINT (-73.5969078 40.6280022)
11/30/2022,308208,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/17/2021,8/6/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],28,REC Solar,REC365AA Black,28,32653,,10.22,11133,,No,No,Yes,40.6576004,-73.4640836,POINT (-73.4640836 40.6576004)
11/30/2022,269296,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519703,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/13/2020,12/14/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],22,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,22,27945,,7.48,8862,,No,No,Yes,40.788537,-73.4862985,POINT (-73.4862985 40.788537)
11/30/2022,354972,,,Seaford,Nassau,NY,11783,Oyster Bay,Town,36059520900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/18/2021,3/15/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],17,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,17,30699.78,,6.8,7763,,No,No,Yes,40.6979378,-73.475699,POINT (-73.475699 40.6979378)
11/30/2022,267420,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/26/2020,12/14/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],16,"S-Energy Co., Ltd.",SN370M-10T,16,24266,,5.92,7786,,No,No,Yes,40.7144681,-73.4372606,POINT (-73.4372606 40.7144681)
11/30/2022,298805,,,Long Beach,Nassau,NY,11561,Hempstead,Town,36059416300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/25/2021,6/21/2021,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7AS-66-ACM-US-x [240V],18,Sunpower,SPR-A400-G-AC,18,36350.66,,7.2,9529,,No,No,Yes,40.5860567,-73.7250967,POINT (-73.7250967 40.5860567)
11/30/2022,351650,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520502,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/13/2021,12/21/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ6PLUS-72-x-US [240V],20,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,20,31442.7,,7.6,9623,,No,No,Yes,40.713401,-73.4498487,POINT (-73.4498487 40.713401)
11/30/2022,250302,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059409400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/30/2020,9/16/2020,Complete,Harvest Power,No,Enphase Energy Inc.,IQ7-60-x-US-& [240V],22,Canadian Solar Inc.,CS1H-325MS,22,26116.62,,7.15,8885,,No,No,Yes,40.7121544,-73.4963591,POINT (-73.4963591 40.7121544)
11/30/2022,268156,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059409600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/12/2020,6/3/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],36,Solaria Corporation,Solaria PowerXT-370R-PD,36,40348,,13.32,14738,,No,No,Yes,40.7006831,-73.5219428,POINT (-73.5219428 40.7006831)
11/30/2022,357231,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059415102,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/5/2021,2/14/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],13,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,13,23689.25,,5.2,6324,,No,No,Yes,40.637402,-73.5488043,POINT (-73.5488043 40.637402)
11/30/2022,117062,,,Hicksville,Nassau,NY,11801,Oyster Bay,Town,36059519300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/1/2018,9/4/2018,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ6-60-x-US [240V],23,Jinko Solar,JKM290M-60,23,22211.1,,6.67,8172,,No,No,Yes,40.7650004,-73.5139024,POINT (-73.5139024 40.7650004)
11/30/2022,193385,,,Franklin Square,Nassau,NY,11010,Hempstead,Town,36059405301,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/2/2019,11/25/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7-60-x-US [240V],24,Trina Solar,TSM-305DD05A.05(II),24,29578.54,,7.32,9589,,No,No,Yes,40.7118088,-73.6829029,POINT (-73.6829029 40.7118088)
11/30/2022,304345,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/19/2021,7/19/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],25,REC Solar,REC365AA Black,25,31379,,9.13,10883,,No,No,Yes,40.6973447,-73.4590982,POINT (-73.4590982 40.6973447)
11/30/2022,318782,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/12/2021,12/6/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,15,24653.15,,5.7,7236,,No,No,Yes,40.6229342,-73.6271897,POINT (-73.6271897 40.6229342)
11/30/2022,205678,,,Seaford,Nassau,NY,11783,Hempstead,Town,36059416100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/2/2019,10/8/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],21,"S-Energy Co., Ltd.",SN360M-10,21,29365.4,,7.56,8614,,No,No,Yes,40.6566387,-73.4945963,POINT (-73.4945963 40.6566387)
11/30/2022,268455,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521802,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/17/2020,1/6/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],21,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 375,21,32159.59,,7.88,8893,,No,No,Yes,40.6759561,-73.4419674,POINT (-73.4419674 40.6759561)
11/30/2022,106267,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521902,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/13/2018,4/19/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE5000H-US (240V),1,LG Electronics,LG335N1C-A5,17,31327,,5.7,7270,,No,No,Yes,40.6318174,-73.4471934,POINT (-73.4471934 40.6318174)
11/30/2022,113133,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520401,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/16/2018,3/27/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE5000H-US (240V),1,Silfab,SLG370M,15,19173,,5.55,5824,,No,No,Yes,40.7356293,-73.4498504,POINT (-73.4498504 40.7356293)
11/30/2022,255933,,,Syosset,Nassau,NY,11791,Oyster Bay,Town,36059518800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/27/2020,8/26/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],23,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,23,29904.47,,7.82,9586,,No,No,Yes,40.793907,-73.5006839,POINT (-73.5006839 40.793907)
11/30/2022,378024,,,Long Beach,Nassau,NY,11561,Long Beach,City,36059416402,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/21/2022,5/4/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7XS-96-ACM-US [240V],18,SunPower,SPR-X22-360-E-AC,18,30110,,6.48,7380,,No,No,Yes,40.5856777,-73.6855331,POINT (-73.6855331 40.5856777)
11/30/2022,194078,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/8/2019,11/13/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],21,"S-Energy Co., Ltd.",SN360M-10,21,29508.4,,7.56,8673,,No,No,Yes,40.6304882,-73.6436456,POINT (-73.6436456 40.6304882)
11/30/2022,249051,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059415700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/9/2020,11/20/2020,Complete,EmPower Solar,No,SunPower,SPR-E20-327-E-AC [240V],24,Sunpower,SPR-E20-327-E-AC,24,26601.38,,7.85,8396,,No,No,Yes,40.6472281,-73.5114595,POINT (-73.5114595 40.6472281)
11/30/2022,369221,,,Island Park,Nassau,NY,11558,Hempstead,Town,36059416202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/16/2021,3/22/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],18,Hanwha Q CELLS,Q.PEAK DUO ML-G10+ 400,18,31109.45,,7.2,9723,,No,No,Yes,40.6052205,-73.6553002,POINT (-73.6553002 40.6052205)
11/30/2022,272251,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519704,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/10/2020,12/17/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-US [240V],12,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,12,19091.68,,4.08,5252,,No,No,Yes,40.7818375,-73.4764766,POINT (-73.4764766 40.7818375)
11/30/2022,260417,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/27/2020,10/1/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],18,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,18,37735.02,,6.12,7963,,No,No,Yes,40.6805015,-73.473073,POINT (-73.473073 40.6805015)
11/30/2022,286272,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059409700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/8/2021,3/18/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],23,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,23,34501.17,,8.74,11585,,No,No,Yes,40.6965204,-73.5055678,POINT (-73.5055678 40.6965204)
11/30/2022,165824,,,Island Park,Nassau,NY,11558,Hempstead,Town,36059416201,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/3/2019,3/21/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,27,33918.6,,9.72,9747,,No,No,Yes,40.6260687,-73.6811773,POINT (-73.6811773 40.6260687)
11/30/2022,153213,,,Bethpage,Nassau,NY,11714,Oyster Bay,Town,36059520002,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/4/2018,10/19/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,23,36172.75,,8.17,10183,,No,No,Yes,40.7418349,-73.4754641,POINT (-73.4754641 40.7418349)
11/30/2022,261982,,,Locust Valley,Nassau,NY,11560,Oyster Bay,Town,36059517802,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/18/2020,10/29/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],34,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,34,45397.26,,11.56,12878,,No,No,Yes,40.8781156,-73.5888296,POINT (-73.5888296 40.8781156)
11/30/2022,249257,,,Lynbrook,Nassau,NY,11563,Hempstead,Town,36059411800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/10/2020,9/28/2021,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7AS-66-ACM-US [240V],22,SunPower,SPR-A415-G-AC,22,32938,,9.13,10883,,No,No,Yes,40.6621192,-73.6792627,POINT (-73.6792627 40.6621192)
11/30/2022,260292,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059414800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/27/2020,10/1/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],19,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,19,34333.91,,6.46,8496,,No,No,Yes,40.6833768,-73.5424561,POINT (-73.5424561 40.6833768)
11/30/2022,156895,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/1/2018,1/22/2019,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ6-60-x-US [240V],30,"Jinko Solar Co., Ltd",JKM290M-60,30,33834,,8.7,10882,,No,No,Yes,40.71476,-73.5680315,POINT (-73.5680315 40.71476)
11/30/2022,275935,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059303000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/18/2021,3/10/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],25,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,25,32222.25,,8.5,9591,,No,No,Yes,40.7354356,-73.6852944,POINT (-73.6852944 40.7354356)
11/30/2022,253455,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520502,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/10/2020,10/30/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],30,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,30,36791.7,,10.2,12673,,No,No,Yes,40.713401,-73.4498487,POINT (-73.4498487 40.713401)
11/30/2022,166240,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/11/2019,2/28/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Trina Solar,TSM-300DD05A.05(II),33,34301,,9.9,9775,,No,No,Yes,40.6567758,-73.4782733,POINT (-73.4782733 40.6567758)
11/30/2022,259805,,,Westbury,Nassau,NY,11590,North Hempstead,Town,36059304002,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/2/2020,10/1/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-US-& [240V],11,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,11,39235.29,,3.74,3420,,No,No,Yes,40.7556866,-73.5925455,POINT (-73.5925455 40.7556866)
11/30/2022,364680,,,Atlantic Beach,Nassau,NY,11509,Hempstead,Town,36059416300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/10/2021,1/31/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],12,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,12,24435.35,,4.8,5661,,No,No,Yes,40.5860567,-73.7250967,POINT (-73.7250967 40.5860567)
11/30/2022,177905,,,Baldwin,Nassau,NY,11510,Hempstead,Town,36059413803,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/5/2019,4/16/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,22,28432.8,,7.92,8129,,No,No,Yes,40.6273483,-73.6078072,POINT (-73.6078072 40.6273483)
11/30/2022,95397,,,Westbury,Nassau,NY,11590,Hempstead,Town,36059407700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/16/2017,5/29/2018,Complete,Grid City Electric Corp,No,SolarEdge Technologies,SE7600A-US (240V),1,Silfab,SSA300M,32,31680,,9.6,10330,,No,No,Yes,40.7367622,-73.5702361,POINT (-73.5702361 40.7367622)
